id,reference,status,title.en,secretariat.id,secretariat.acronym,creationDate,scope.en,parentId,childrenId,pMembers.id,pMembers.acronym,oMembers.id,oMembers.acronym,committeeLiaisons.id,committeeLiaisons.reference,organizationLiaisons.id,organizationLiaisons.acronym,sortKey
46706,ISO/TC 22,Active,Road vehicles,1738,AFNOR,1947-01-01,"Standardization of all aspects for all types of road vehicles and their interfaces approved for operation on public roads for the whole life cycle concerning safety, security, sustainability, compatibility, interchangeability, maintenance, evaluation of performance and quality. <p>It also includes, but is not limited to, these vehicle related aspects:  <ul> <li>hardware and software;</li><li>driving automation; </li><li>communication and connected driving; </li><li>test equipment and tools;",,"[5383636,5383785,5383897,5383958,5391370,5383568,5391154,5391225,5383858,5384008,5384059]","[1489, 1511, 1516, 1529, 1561, 1619, 1635, 1663, 1690, 1717, 1734, 1738, 1747, 1794, 1803, 1819, 1823, 1835, 1844, 1848, 1911, 1954, 1982, 2027, 2054, 2058, 2064, 2101, 2106, 2120, 2154, 2176, 2188, 2209, 308857, 308866]","[ARMSTANDARD, DIN, SASO, ASI, NBN, SCC, SAC, KATS, AZSTAND, UNE, SFS, AFNOR, GSA, BIS, INSO, SII, UNI, JISC, JSMO, CTRM, DSM, DGN, SON, NEN, IPQ, ASRO, BSI, SIS, SNV, TBS, ISRSM, GOST R, ANSI, ISS, COSQC, UNBS]","[1485, 1499, 1520, 1524, 1537, 1555, 1597, 1603, 1623, 1644, 1657, 1667, 1680, 1684, 1696, 1700, 1711, 1725, 1759, 1776, 1784, 1788, 1798, 1815, 1854, 1897, 1965, 1994, 1998, 2007, 2017, 2041, 2045, 2049, 2074, 2078, 2110, 2133, 2139, 2149, 2168, 2172, 2199, 288025, 304927, 308829, 308878]","[SABS, IANOR, IRAM, SA, BSTI, BELST, BDS, ISBIH, ANOR, ICONTEC, CSK, INTECO, HZN, NC, DS, EOS, INEN, IES, NQIS ELOT, ILNAS, MSZT, IST, BSN, NSAI, KEBS, LST, MASM, SN, NZSO, DGSM, PSQCA, BPS, PKN, QS, SSC, SSMO, UNMS SR, UNMZ, TISI, TTBS, TSE, SE UkrNDNC, STAMEQ, RSB, SWASA, SAZ, O'ZTTSA]","[54448, 558313, 52822, 53782, 52662, 54560, 53882, 52702, 54706, 47670, 48474, 8742800, 54808]","[ISO/TC 193, ISO/TC 241, ISO/TC 146/SC 6, ISO/TC 173, ISO/TC 145, ISO/TC 197, ISO/TC 176, ISO/TC 146, ISO/TC 204, ISO/TC 31, ISO/TC 43/SC 1, ISO/TC 268/SC 2, ISO/TC 207]","[3182, 8825, 8827, 8833, 8970, 9010, 9172, 9769, 9795, 336062]","[EC - European Commission, OICA, IMMA, WCO, CLEPA, UNECE, FIMITIC, UN, WHO, ECOS (Environment)]",ISO/TC 022
5383568,ISO/TC 22/SC 31,Active,Data communication,1511,DIN,2014-10-02,"<p>Standardization of implementation-independent data communication, data formats, logical interfaces, test sequence languages and related test plans (for conformity and interoperability) for road vehicles and vehicle sets, this includes:</p><ul><li>Data communication use cases consisting of in-vehicle networking and extended vehicle</li><li>Extended vehicle methodology</li><li>Open Systems Interconnect (OSI) layer services and protocols</li><li>Diagnostic communication services</li><li>Extended vehicle communication interfaces (wired or wireless)</li><li>In-vehicle communication interface</li><li>Vehicle-to-grid communication.</li><li> Automotive embedded software interfaces.</li>",46706,,"[1511, 1529, 1561, 1635, 1663, 1696, 1717, 1734, 1738, 1784, 1794, 1815, 1819, 1823, 1835, 2027, 2054, 2058, 2064, 2101, 2106, 2176, 2188]","[DIN, ASI, NBN, SAC, KATS, DS, UNE, SFS, AFNOR, MSZT, BIS, NSAI, SII, UNI, JISC, NEN, IPQ, ASRO, BSI, SIS, SNV, GOST R, ANSI]","[1485, 1520, 1597, 1680, 1690, 1700, 1776, 1803, 1954, 1965, 1998, 2045, 2110, 2133, 2168, 2172]","[SABS, IRAM, BDS, HZN, AZSTAND, EOS, ILNAS, INSO, DGN, MASM, NZSO, PKN, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[55184, 54706, 47156, 54192, 45072]","[null, ISO/TC 204, ISO/TC 23/SC 19, ISO/TC 184/SC 5, ISO/IEC JTC 1/SC 6]","[9006, 326405, 583357, 6869331, 10224442]","[ETSI, ASAM, TCG, CITA, SENSORIS]",ISO/TC 022/~SC 031
5383636,ISO/TC 22/SC 32,Active,Electrical and electronic components and general system aspects,1835,JISC,2014-10-02,"Electrical and electronic (E/E) components  and  cross-sectional  specifications  for  E/E  systems  and components<P>This includes:<UL><LI>	Wiring harness (e.g cables, connectors, interconnections)<LI>Dedicated connectors (e.g trailer connectors, OBD-connector)<LI>Dedicated E/E components and parts (e.g. alternators, fuses, ignition equipment)<LI>EMC<LI>Environmental conditions<LI>Functional safety<LI>Cybersecurity<LI>Dedicated optical components<LI>Software update</UL>",46706,,"[1489, 1511, 1529, 1561, 1619, 1635, 1663, 1696, 1700, 1717, 1734, 1738, 1776, 1784, 1794, 1803, 1815, 1819, 1823, 1835, 1897, 1954, 2027, 2045, 2054, 2058, 2064, 2101, 2106, 2110, 2133, 2158, 2176, 2188, 2209, 299538]","[ARMSTANDARD, DIN, ASI, NBN, SCC, SAC, KATS, DS, EOS, UNE, SFS, AFNOR, ILNAS, MSZT, BIS, INSO, NSAI, SII, UNI, JISC, LST, DGN, NEN, PKN, IPQ, ASRO, BSI, SIS, SNV, UNMS SR, UNMZ, INNORPI, GOST R, ANSI, ISS, SIST]","[1485, 1520, 1597, 1680, 1721, 1911, 1965, 1998, 2168, 2172, 2199, 308857, 308866]","[SABS, IRAM, BDS, HZN, EVS, DSM, MASM, NZSO, TSE, SE UkrNDNC, STAMEQ, COSQC, UNBS]","[6794475, 5770801, 285558, 55212, 54706, 45086, 47156, 252465, 45306]","[ISO/IEC JTC 1/SC 42, null, null, null, ISO/TC 204, ISO/IEC JTC 1/SC 7, ISO/TC 23/SC 19, null, ISO/IEC JTC 1/SC 27]","[8970, 9014, 9152, 11326]","[CLEPA, ECF - caravan, FICC, IEEE]",ISO/TC 022/~SC 032
5383785,ISO/TC 22/SC 33,Active,"Vehicle dynamics, chassis components and driving automation systems testing",1511,DIN,2014-10-02,"Lateral, longitudinal and vertical vehicle dynamics and controls/ systems/ functions affecting vehicle dynamics, such as chassis components, wheels, steering, brakes and suspension.This includes automated driving, means and performance of collision avoidance and mitigation.",46706,,"[1511, 1529, 1561, 1619, 1635, 1663, 1700, 1717, 1725, 1734, 1738, 1776, 1784, 1815, 1819, 1823, 1835, 1844, 2027, 2058, 2064, 2101, 2106, 2133, 2176, 2188]","[DIN, ASI, NBN, SCC, SAC, KATS, EOS, UNE, IES, SFS, AFNOR, ILNAS, MSZT, NSAI, SII, UNI, JISC, JSMO, NEN, ASRO, BSI, SIS, SNV, UNMZ, GOST R, ANSI]","[1516, 1520, 1555, 1597, 1644, 1680, 1794, 1803, 1897, 1911, 2045, 2049, 2110, 2168, 2172, 2209]","[SASO, IRAM, BELST, BDS, ICONTEC, HZN, BIS, INSO, LST, DSM, PKN, QS, UNMS SR, TSE, SE UkrNDNC, ISS]","[5383568, 5383636, 52232, 5391225, 5383958, 54706, 47670, 51882, 52254, 47686, 52266]","[ISO/TC 22/SC 31, ISO/TC 22/SC 32, ISO/TC 131, ISO/TC 22/SC 39, ISO/TC 22/SC 36, ISO/TC 204, ISO/TC 31, ISO/TC 118/SC 4, ISO/TC 131/SC 3, ISO/TC 31/SC 3, ISO/TC 131/SC 4]","[3182, 8825, 8970, 9010, 9014, 9128, 9282]","[EC - European Commission, OICA, CLEPA, UNECE, ECF - caravan, FEMFM, EUWA]",ISO/TC 022/~SC 033
5383858,ISO/TC 22/SC 34,Active,"Propulsion, powertrain and powertrain fluids",1835,JISC,2014-10-02,"Systems and components for combustion based propulsion (such as; coolant, engines, filters, piston pins/rings, powertrain, testing methods, testing procedures, measurement testing apparatus, fuel injection equipment, as well as characteristics and additive fluids definitions (e.g. (AUS32), except lubricants, brake fluids, and fuels.",46706,,"[1511, 1529, 1561, 1579, 1635, 1663, 1717, 1734, 1738, 1784, 1794, 1823, 1835, 2027, 2064, 2101, 2110, 2176, 2188, 299538]","[DIN, ASI, NBN, ABNT, SAC, KATS, UNE, SFS, AFNOR, MSZT, BIS, UNI, JISC, NEN, BSI, SIS, UNMS SR, GOST R, ANSI, SIST]","[1520, 1597, 1657, 1680, 1700, 1803, 1815, 1965, 2045, 2058, 2106, 2133, 2168, 2172, 2209]","[IRAM, BDS, CSK, HZN, EOS, INSO, NSAI, MASM, PKN, ASRO, SNV, UNMZ, TSE, SE UkrNDNC, ISS]","[47356, 49884, 52300, 52624]","[ISO/TC 28, ISO/TC 70/SC 8, ISO/TC 131/SC 6, ISO/TC 142]","[3182, 8825, 8827, 8855, 8970, 9010, 9698, 9775]","[EC - European Commission, OICA, IMMA, CEC - Lubricants, CLEPA, UNECE, OIML, UNEP]",ISO/TC 022/~SC 034
5383897,ISO/TC 22/SC 35,Active,Lighting and visibility,1823,UNI,2014-10-02,Visibility and Conspicuity; Lighting and light-signalling and safety glazing materials.,46706,,"[1511, 1516, 1561, 1619, 1635, 1663, 1700, 1717, 1734, 1738, 1794, 1819, 1823, 1835, 1911, 2027, 2064, 2101, 2106, 2176, 2188]","[DIN, SASO, NBN, SCC, SAC, KATS, EOS, UNE, SFS, AFNOR, BIS, SII, UNI, JISC, DSM, NEN, BSI, SIS, SNV, GOST R, ANSI]","[1485, 1520, 1555, 1597, 1680, 1784, 1803, 1815, 1965, 2045, 2058, 2110, 2133, 2168, 2172, 2209]","[SABS, IRAM, BELST, BDS, HZN, MSZT, INSO, NSAI, MASM, PKN, ASRO, UNMS SR, UNMZ, TSE, SE UkrNDNC, ISS]","[576936, 55238, 55228]","[null, null, null]","[3182, 8825, 8928, 8970, 9010, 9014]","[EC - European Commission, OICA, CIE, CLEPA, UNECE, ECF - caravan]",ISO/TC 022/~SC 035
5383958,ISO/TC 22/SC 36,Active,Safety and impact testing,1738,AFNOR,2014-10-02,"Protection of occupants and vulnerable road users, including<UL><LI>Passive safety assessment (including vehicle safety preconditioning) :<UL><LI>Functional analysis<LI>Evaluation of devices and systems<LI>Virtual testing</UL><LI>Accident analysis<LI>Post crash safety</UL>",46706,,"[1511, 1524, 1529, 1561, 1619, 1635, 1663, 1717, 1734, 1738, 1794, 1819, 1823, 1835, 1911, 2027, 2054, 2058, 2064, 2101, 2106, 2176, 2188, 299538]","[DIN, SA, ASI, NBN, SCC, SAC, KATS, UNE, SFS, AFNOR, BIS, SII, UNI, JISC, DSM, NEN, IPQ, ASRO, BSI, SIS, SNV, GOST R, ANSI, SIST]","[1485, 1516, 1520, 1597, 1680, 1700, 1784, 1803, 1815, 1854, 1965, 2045, 2110, 2133, 2168, 2172]","[SABS, SASO, IRAM, BDS, HZN, EOS, MSZT, INSO, NSAI, KEBS, MASM, PKN, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[5383785, 53362]","[ISO/TC 22/SC 33, ISO/TC 159/SC 3]","[3182, 8825, 8970, 9010, 9795, 284182]","[EC - European Commission, OICA, CLEPA, UNECE, WHO, ANEC]",ISO/TC 022/~SC 036
5391154,ISO/TC 22/SC 37,Active,Electrically propelled vehicles,1511,DIN,2014-10-09,"Specific aspects of electrically propelled road vehicles, trailers using voltage class B, electric propulsion systems, related components, body  builder equipment and their vehicle integration.",46706,,"[1511, 1516, 1529, 1561, 1619, 1635, 1663, 1700, 1717, 1734, 1738, 1784, 1794, 1798, 1815, 1819, 1823, 1835, 1854, 2027, 2045, 2054, 2064, 2101, 2106, 2133, 2176, 2188, 308866]","[DIN, SASO, ASI, NBN, SCC, SAC, KATS, EOS, UNE, SFS, AFNOR, MSZT, BIS, BSN, NSAI, SII, UNI, JISC, KEBS, NEN, PKN, IPQ, BSI, SIS, SNV, UNMZ, GOST R, ANSI, UNBS]","[1485, 1520, 1524, 1680, 1690, 1696, 1776, 1803, 1844, 1911, 1998, 2058, 2074, 2110, 2168, 2172, 288025]","[SABS, IRAM, SA, HZN, AZSTAND, DS, ILNAS, INSO, JSMO, DSM, NZSO, ASRO, SSC, UNMS SR, TSE, SE UkrNDNC, RSB]","[54560, 55184, 53122, 284131, 55064, 55070]","[ISO/TC 197, null, ISO/TC 150/SC 6, null, null, null]","[3182, 8970, 9657, 336062]","[EC - European Commission, CLEPA, ITU, ECOS (Environment)]",ISO/TC 022/~SC 037
5384008,ISO/TC 22/SC 38,Active,Motorcycles and mopeds,1823,UNI,2014-10-02,"Standardization of motorcycles, mopeds and their components, concerning compatibility, interchangeability, safety, terminology and test procedures (including the characteristics of instrumentation), in order to evaluate their performances.<P>Motorcycles and mopeds are to be intended as defined in the relevant definition of ISO 3833.",46706,,"[1511, 1529, 1561, 1635, 1663, 1717, 1734, 1738, 1794, 1819, 1823, 1835, 1911, 2027, 2064, 2106, 2139, 2176, 2188, 2199]","[DIN, ASI, NBN, SAC, KATS, UNE, SFS, AFNOR, BIS, SII, UNI, JISC, DSM, NEN, BSI, SNV, TISI, GOST R, ANSI, STAMEQ]","[1516, 1520, 1555, 1680, 1696, 1700, 1784, 1798, 1803, 1815, 2017, 2041, 2045, 2054, 2058, 2101, 2110, 2133, 2168, 2172]","[SASO, IRAM, BELST, HZN, DS, EOS, MSZT, BSN, INSO, NSAI, PSQCA, BPS, PKN, IPQ, ASRO, SIS, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[52700, 5391225, 55184, 55238, 47788, 48474, 55148, 55070]","[ISO/TC 145/SC 3, ISO/TC 22/SC 39, null, null, ISO/TC 31/SC 10, ISO/TC 43/SC 1, null, null]","[3182, 8827, 8970, 9010, 9177121]","[EC - European Commission, IMMA, CLEPA, UNECE, SBMC]",ISO/TC 022/~SC 038
5391225,ISO/TC 22/SC 39,Active,Ergonomics,2188,ANSI,2014-10-09,Driver interaction with driver environment and driver systems,46706,,"[1511, 1561, 1619, 1635, 1663, 1717, 1734, 1738, 1784, 1819, 1823, 1835, 1911, 2027, 2054, 2064, 2101, 2106, 2133, 2176, 2188]","[DIN, NBN, SCC, SAC, KATS, UNE, SFS, AFNOR, MSZT, SII, UNI, JISC, DSM, NEN, IPQ, BSI, SIS, SNV, UNMZ, GOST R, ANSI]","[1516, 1520, 1529, 1555, 1597, 1680, 1700, 1794, 1803, 1815, 2045, 2058, 2110, 2120, 2172]","[SASO, IRAM, ASI, BELST, BDS, HZN, EOS, BIS, INSO, NSAI, PKN, ASRO, UNMS SR, TBS, SE UkrNDNC]","[52662, 52700, 576936, 47138, 53362, 5384008, 54706, 47156, 5383897]","[ISO/TC 145, ISO/TC 145/SC 3, null, ISO/TC 23/SC 14, ISO/TC 159/SC 3, ISO/TC 22/SC 38, ISO/TC 204, ISO/TC 23/SC 19, ISO/TC 22/SC 35]","[8825, 8970, 9010]","[OICA, CLEPA, UNECE]",ISO/TC 022/~SC 039
5384059,ISO/TC 22/SC 40,Active,"Specific aspects for passenger cars, light and heavy commercial vehicles, special vehicles, buses and trailers/caravans",1823,UNI,2014-10-02,"Specific aspects for passenger cars, heavy duty trucks, commercial vehicles, special vehicles (e.g. ambulance, motor caravan), buses, trailers/caravans, as well as their bodyworks and interfaces (e.g. couplings) which are not covered by other SCs of TC 22.<p>Excluded:<p>Special vehicle 'concrete truck mixer' and 'truck-mounted concrete boom pump' covered by ISO/TC 195/SC 1 'Machinery and equipment for concrete work'<p>Special vehicle 'sweeper vehicle', 'cleaning vehicle', 'combined jetting and suction vehicle' and 'snow removal vehicle' covered by ISO/TC 195/SC 2 'Road operation machinery and associated equipment'<p>Special vehicle 'compression refuse vehicle' covered by ISO/ TC 297 'Waste collection and transportation management'",46706,,"[1511, 1635, 1663, 1734, 1738, 1823, 1835, 1911, 2027, 2064, 2101, 2106, 2176, 2188]","[DIN, SAC, KATS, SFS, AFNOR, UNI, JISC, DSM, NEN, BSI, SIS, SNV, GOST R, ANSI]","[1516, 1520, 1555, 1597, 1680, 1700, 1717, 1784, 1794, 1803, 1815, 2045, 2058, 2110, 2133, 2168, 2172]","[SASO, IRAM, BELST, BDS, HZN, EOS, UNE, MSZT, BIS, INSO, NSAI, PKN, ASRO, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[52188, 5383636, 5383785, 49826]","[ISO/TC 127/SC 3, ISO/TC 22/SC 32, ISO/TC 22/SC 33, ISO/TC 70]","[3182, 8825, 8970, 9010, 9014, 9152]","[EC - European Commission, OICA, CLEPA, UNECE, ECF - caravan, FICC]",ISO/TC 022/~SC 040
5391370,ISO/TC 22/SC 41,Active,Specific aspects for gaseous fuels,1823,UNI,2014-10-09,"Specifications of construction, installation and test of components for vehicles using gaseous fuels, including their assemblies and the interface with refuelling systems",46706,,"[1511, 1619, 1635, 1663, 1700, 1717, 1738, 1794, 1823, 1835, 2027, 2054, 2064, 2101, 2188]","[DIN, SCC, SAC, KATS, EOS, UNE, AFNOR, BIS, UNI, JISC, NEN, IPQ, BSI, SIS, ANSI]","[1485, 1520, 1529, 1561, 1644, 1680, 1725, 1784, 1803, 1998, 2045, 2058, 2110, 2133, 2168, 2172]","[SABS, IRAM, ASI, NBN, ICONTEC, HZN, IES, MSZT, INSO, NZSO, PKN, ASRO, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[54258, 49040, 47414, 47442, 54560, 9078367, 49008, 49826, 617083, 54990, 47356, 5383858, 49062]","[ISO/TC 188, ISO/TC 58/SC 3, ISO/TC 28/SC 4, ISO/TC 28/SC 5, ISO/TC 197, ISO/TC 340, ISO/TC 58, ISO/TC 70, ISO/TC 255, ISO/TC 220, ISO/TC 28, ISO/TC 22/SC 34, ISO/TC 58/SC 4]","[8970, 9202, 10043, 4654116]","[CLEPA, WLGA, NGV Global, NGVA Europe]",ISO/TC 022/~SC 041
47002,ISO/TC 23,Active,Tractors and machinery for agriculture and forestry,1738,AFNOR,1952-06-01,"Standardization of tractors, machines, systems, implements and their equipment used in agriculture and forestry as well as gardening, landscaping, irrigation and other related areas in which such equipment is used, including electronic/electrical aspects and electronic identification as well as electronic identification of all categories of animals.",,"[47012,47022,47032,47056,47110,47138,47140,47146,47148,47156,47070]","[1511, 1555, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1734, 1738, 1794, 1803, 1815, 1819, 1823, 1848, 2027, 2054, 2058, 2064, 2091, 2101, 2176, 2188]","[DIN, BELST, NBN, ABNT, SCC, SAC, KATS, DS, UNE, SFS, AFNOR, BIS, INSO, NSAI, SII, UNI, CTRM, NEN, IPQ, ASRO, BSI, SLSI, SIS, GOST R, ANSI]","[1485, 1499, 1520, 1529, 1537, 1597, 1603, 1629, 1640, 1657, 1680, 1684, 1700, 1725, 1759, 1784, 1788, 1798, 1835, 1854, 1897, 1931, 1965, 1982, 1994, 1998, 2017, 2041, 2045, 2106, 2110, 2120, 2133, 2139, 2158, 2168, 2172, 2209, 288025, 308857, 308866, 308878, 374819]","[SABS, IANOR, IRAM, ASI, BSTI, BDS, ISBIH, INN, CYS, CSK, HZN, NC, EOS, IES, NQIS ELOT, MSZT, IST, BSN, JISC, KEBS, LST, IMANOR, MASM, SON, SN, NZSO, PSQCA, BPS, PKN, SNV, UNMS SR, TBS, UNMZ, TISI, INNORPI, TSE, SE UkrNDNC, ISS, RSB, COSQC, UNBS, O'ZTTSA, BSB]","[52662, 50982, 52172, 53362, 52356, 48410, 49884, 51766, 53352, 534959, 52254, 52624, 48412]","[ISO/TC 145, ISO/TC 100, ISO/TC 127, ISO/TC 159/SC 3, ISO/TC 131/SC 9, ISO/TC 41, ISO/TC 70/SC 8, ISO/TC 115, ISO/TC 159/SC 1, ISO/TC 110/SC 4, ISO/TC 131/SC 3, ISO/TC 142, ISO/TC 41/SC 1]","[3182, 8890, 9509, 9694, 5100110]","[EC - European Commission, CEMA, IDF, OECD, SBS - Small Business Standards]",ISO/TC 023
47012,ISO/TC 23/SC 2,Active,Common tests,2188,ANSI,1981-12-16,<p>Standardization of test methods for tractors for agriculture and forestry and tests common to machinery for agriculture and/or forestry.</p>,47002,,"[1511, 1555, 1561, 1579, 1619, 1635, 1663, 1717, 1738, 1803, 1823, 2027, 2064, 2176, 2188]","[DIN, BELST, NBN, ABNT, SCC, SAC, KATS, UNE, AFNOR, INSO, UNI, NEN, BSI, GOST R, ANSI]","[1520, 1529, 1700, 1734, 1784, 1794, 1815, 1835, 2045, 2054, 2058, 2101, 2110, 2133, 2139, 2168, 2172, 2209]","[IRAM, ASI, EOS, SFS, MSZT, BIS, NSAI, JISC, PKN, IPQ, ASRO, SIS, UNMS SR, UNMZ, TISI, TSE, SE UkrNDNC, ISS]",[52176],[ISO/TC 127/SC 1],"[8890, 9694]","[CEMA, OECD]",ISO/TC 023/~SC 002
47022,ISO/TC 23/SC 3,Active,Safety and comfort,1511,DIN,1983-08-07,"<P>Standardisation of safety, comfort, as well as ergonomic aspects, concerning the operation of tractors and agricultural machinery.</p><P> <ul>According to the Resolution C235:2001 of ISO/TC 23 :</p><li>1. SC 3 is responsible for the elaboration of general (horizontal) standards related to safety, comfort and ergonomics of agricultural tractors and machinery;</li><li>2. the relevant specific (vertical/product) SCs are responsible for the elaboration of the specific safety standards for the machines falling in their scope, related to different groups of agricultural machinery, provided that the work being conducted within JWGs with SC 3 representatives;</li><li>3. in case of disbanding of a specific (vertical/product) SC, SC 3 is responsible for the possible revision of the specific standards.</li></ul></p>",47002,,"[1511, 1520, 1555, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1738, 1794, 1823, 1835, 2027, 2058, 2064, 2101, 2106, 2176, 2188]","[DIN, IRAM, BELST, NBN, ABNT, SCC, SAC, KATS, DS, UNE, AFNOR, BIS, UNI, JISC, NEN, ASRO, BSI, SIS, SNV, GOST R, ANSI]","[1529, 1700, 1734, 1784, 1803, 1815, 1994, 2045, 2054, 2110, 2133, 2168, 2172, 2209]","[ASI, EOS, SFS, MSZT, INSO, NSAI, SN, PKN, IPQ, UNMS SR, UNMZ, TSE, SE UkrNDNC, ISS]","[52172, 54954, 53362, 47156, 48474, 534959]","[ISO/TC 127, ISO/TC 214, ISO/TC 159/SC 3, ISO/TC 23/SC 19, ISO/TC 43/SC 1, ISO/TC 110/SC 4]","[3182, 8890, 9010, 9694, 9795]","[EC - European Commission, CEMA, UNECE, OECD, WHO]",ISO/TC 023/~SC 003
47032,ISO/TC 23/SC 4,Active,Tractors,1511,DIN,1983-08-07,"Standardization of agricultural tractors, trailers and loaders including terminology, ergonomics, safety and environmental aspects of tractors as well as subsystems of the tractor and its application to implements and other attachments.",47002,,"[1511, 1555, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1738, 1794, 1823, 2027, 2064, 2101, 2176, 2188]","[DIN, BELST, NBN, ABNT, SCC, SAC, KATS, DS, UNE, AFNOR, BIS, UNI, NEN, BSI, SIS, GOST R, ANSI]","[1520, 1529, 1700, 1734, 1784, 1803, 1815, 1835, 1854, 2045, 2054, 2058, 2106, 2110, 2133, 2168, 2172, 2209]","[IRAM, ASI, EOS, SFS, MSZT, INSO, NSAI, JISC, KEBS, PKN, IPQ, ASRO, SNV, UNMS SR, UNMZ, TSE, SE UkrNDNC, ISS]","[47728, 52232, 534959, 52266]","[ISO/TC 31/SC 5, ISO/TC 131, ISO/TC 110/SC 4, ISO/TC 131/SC 4]","[3182, 8845, 8890, 9694]","[EC - European Commission, COPA-COGECA, CEMA, OECD]",ISO/TC 023/~SC 004
47056,ISO/TC 23/SC 6,Active,Equipment for crop protection,1738,AFNOR,1983-08-07,"Standardization of equipment for crop protection, pest control and liquid fertilizer.",47002,,"[1511, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1738, 1794, 1823, 1835, 1994, 2027, 2064, 2101, 2106, 2176, 2188]","[DIN, NBN, ABNT, SCC, SAC, KATS, DS, UNE, AFNOR, BIS, UNI, JISC, SN, NEN, BSI, SIS, SNV, GOST R, ANSI]","[1520, 1529, 1700, 1734, 1784, 1803, 1815, 1819, 2045, 2054, 2058, 2110, 2133, 2168, 2172, 2209, 374819]","[IRAM, ASI, EOS, SFS, MSZT, INSO, NSAI, SII, PKN, IPQ, ASRO, UNMS SR, UNMZ, TSE, SE UkrNDNC, ISS, BSB]","[47012, 47156, 5336224]","[ISO/TC 23/SC 2, ISO/TC 23/SC 19, ISO/TC 20/SC 16]","[3182, 8845, 8890, 8932, 9098, 9291, 9694, 9795]","[EC - European Commission, COPA-COGECA, CEMA, CIGR, FAO, ECPA, OECD, WHO]",ISO/TC 023/~SC 006
47070,ISO/TC 23/SC 7,Active,Equipment for harvesting and conservation,1823,UNI,1984-02-03,"<p>Standardization of equipment for harvesting, treatment, conservation and storage of agricultural crops within the farm, including component dimensions and/or the test procedures for the measurement of performance, rating and other characteristics</p>.",47002,,"[1511, 1561, 1579, 1619, 1635, 1663, 1717, 1738, 1784, 1794, 1823, 2027, 2064, 2106, 2176, 2188, 8867946]","[DIN, NBN, ABNT, SCC, SAC, KATS, UNE, AFNOR, MSZT, BIS, UNI, NEN, BSI, SNV, GOST R, ANSI, SoBS]","[1520, 1700, 1734, 1803, 1815, 1835, 2045, 2054, 2058, 2101, 2110, 2133, 2168, 2172, 2209]","[IRAM, EOS, SFS, INSO, NSAI, JISC, PKN, IPQ, ASRO, SIS, UNMS SR, UNMZ, TSE, SE UkrNDNC, ISS]",[47728],[ISO/TC 31/SC 5],"[8845, 8890, 9098]","[COPA-COGECA, CEMA, FAO]",ISO/TC 023/~SC 007
47110,ISO/TC 23/SC 13,Active,Powered lawn and garden equipment,2188,ANSI,1981-02-17,"Standardization of ground-supported machines, systems, implements and equipment used in gardening, landscaping, and other related areas in which such equipment is used, including electronic/electrical aspects.",47002,,"[1511, 1529, 1561, 1579, 1635, 1663, 1717, 1738, 1794, 1823, 1835, 2027, 2064, 2101, 2106, 2188]","[DIN, ASI, NBN, ABNT, SAC, KATS, UNE, AFNOR, BIS, UNI, JISC, NEN, BSI, SIS, SNV, ANSI]","[1700, 1734, 1784, 1803, 2045, 2058, 2110, 2133, 2172, 2176, 2209]","[EOS, SFS, MSZT, INSO, PKN, ASRO, UNMS SR, UNMZ, SE UkrNDNC, GOST R, ISS]","[54604, 47156, 48474, 631069, 47146]","[ISO/TC 199, ISO/TC 23/SC 19, ISO/TC 43/SC 1, null, ISO/TC 23/SC 17]","[3182, 9032, 9694, 312850]","[EC - European Commission, EGMF, OECD, OPEI]",ISO/TC 023/~SC 013
